,STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,METHODOLOGY,Methodology,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPENDITURE,Expenditure,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DURABILITY,Durability,DECIMALS,Decimals
68,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2005-12,,0.0,,A,Normal value,,,,,,,2,Two
69,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2007-09,,0.0,,A,Normal value,,,,,,,2,Two
70,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2008-10,,0.0,,A,Normal value,,,,,,,2,Two
71,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2009-07,,0.0,,A,Normal value,,,,,,,2,Two
72,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2009-11,,0.0,,A,Normal value,,,,,,,2,Two
73,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2010-06,,0.0,,A,Normal value,,,,,,,2,Two
74,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2010-11,,0.0,,A,Normal value,,,,,,,2,Two
75,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2011-09,,0.0,,A,Normal value,,,,,,,2,Two
76,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2012-05,,0.0,,A,Normal value,,,,,,,2,Two
77,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2012-09,,0.0,,A,Normal value,,,,,,,2,Two
78,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2012-10,,0.0,,A,Normal value,,,,,,,2,Two
79,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2013-04,,0.0,,A,Normal value,,,,,,,2,Two
80,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2013-05,,0.0,,A,Normal value,,,,,,,2,Two
81,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2014-12,,0.0,,A,Normal value,,,,,,,2,Two
82,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2015-12,,0.0,,A,Normal value,,,,,,,2,Two
83,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-03,,0.0,,A,Normal value,,,,,,,2,Two
84,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-02,,0.0,,A,Normal value,,,,,,,2,Two
85,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-10,,0.0,,A,Normal value,,,,,,,2,Two
86,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-05,,0.0,,A,Normal value,,,,,,,2,Two
87,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ITA,Italy,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-07,,0.0,,A,Normal value,,,,,,,2,Two
88,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2003-05,,0.0,,A,Normal value,,,,,,,2,Two
89,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2006-11,,0.0,,A,Normal value,,,,,,,2,Two
90,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2008-11,,0.0,,A,Normal value,,,,,,,2,Two
91,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2009-10,,0.0,,A,Normal value,,,,,,,2,Two
92,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2009-11,,0.0,,A,Normal value,,,,,,,2,Two
93,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2010-04,,0.0,,A,Normal value,,,,,,,2,Two
94,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2010-06,,0.0,,A,Normal value,,,,,,,2,Two
95,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2010-08,,0.0,,A,Normal value,,,,,,,2,Two
96,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2010-09,,0.0,,A,Normal value,,,,,,,2,Two
97,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2011-08,,0.0,,A,Normal value,,,,,,,2,Two
98,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2011-11,,0.0,,A,Normal value,,,,,,,2,Two
99,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2012-05,,0.0,,A,Normal value,,,,,,,2,Two
100,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2012-07,,0.0,,A,Normal value,,,,,,,2,Two
101,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2014-09,,0.0,,A,Normal value,,,,,,,2,Two
102,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2014-11,,0.0,,A,Normal value,,,,,,,2,Two
103,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2015-08,,0.0,,A,Normal value,,,,,,,2,Two
104,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2015-09,,0.0,,A,Normal value,,,,,,,2,Two
105,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-11,,0.0,,A,Normal value,,,,,,,2,Two
106,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2019-10,,0.0,,A,Normal value,,,,,,,2,Two
107,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2020-11,,0.0,,A,Normal value,,,,,,,2,Two
108,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-12,,0.0,,A,Normal value,,,,,,,2,Two
109,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ZAF,South Africa,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-10,,0.0,,A,Normal value,,,,,,,2,Two
110,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2009-06,,0.0,,A,Normal value,,,,,,,2,Two
111,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2010-06,,0.0,,A,Normal value,,,,,,,2,Two
112,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2013-05,,0.0,,A,Normal value,,,,,,,2,Two
113,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2014-01,,0.0,,A,Normal value,,,,,,,2,Two
114,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2014-08,,0.0,,A,Normal value,,,,,,,2,Two
115,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2017-08,,0.0,,A,Normal value,,,,,,,2,Two
116,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-06,,0.0,,A,Normal value,,,,,,,2,Two
117,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2018-08,,0.0,,A,Normal value,,,,,,,2,Two
118,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-06,,0.0,,A,Normal value,,,,,,,2,Two
119,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2021-12,,0.0,,A,Normal value,,,,,,,2,Two
120,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2023-01,,0.0,,A,Normal value,,,,,,,2,Two
121,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-05,,0.0,,A,Normal value,,,,,,,2,Two
122,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-07,,0.0,,A,Normal value,,,,,,,2,Two
123,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,HRV,Croatia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2024-08,,0.0,,A,Normal value,,,,,,,2,Two
124,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2000-12,,0.0,,A,Normal value,,,,,,,2,Two
125,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-03,,0.0,,A,Normal value,,,,,,,2,Two
126,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-04,,0.0,,A,Normal value,,,,,,,2,Two
127,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-06,,0.0,,A,Normal value,,,,,,,2,Two
128,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2001-09,,0.0,,A,Normal value,,,,,,,2,Two
129,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2002-05,,0.0,,A,Normal value,,,,,,,2,Two
130,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2002-10,,0.0,,A,Normal value,,,,,,,2,Two
131,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2003-01,,0.0,,A,Normal value,,,,,,,2,Two
132,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2003-03,,0.0,,A,Normal value,,,,,,,2,Two
133,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2003-11,,0.0,,A,Normal value,,,,,,,2,Two
134,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2004-08,,0.0,,A,Normal value,,,,,,,2,Two
135,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2004-12,,0.0,,A,Normal value,,,,,,,2,Two
136,DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SAU,Saudi Arabia,M,Monthly,N,National,CPI,Consumer price index,PC,Percentage change,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,G1,"Growth rate, period on period",2005-03,,0.0,,A,Normal value,,,,,,,2,Two
